5, 177500000, 7
6, 184500000, 7
7, 191500000, 7
8, 198500000, 7
9, 205500000, 7
10, 212500000, 7
11, 219500000, 7
12, 226500000, 7
21, 474000000, 8
22, 482000000, 8
23, 490000000, 8
24, 498000000, 8
25, 506000000, 8
26, 514000000, 8
27, 522000000, 8
28, 530000000, 8
29, 538000000, 8
30, 546000000, 8
31, 554000000, 8
32, 562000000, 8
33, 570000000, 8
34, 578000000, 8
35, 586000000, 8
36, 594000000, 8
37, 602000000, 8
38, 610000000, 8
39, 618000000, 8
40, 626000000, 8
41, 634000000, 8
42, 642000000, 8
43, 650000000, 8
44, 658000000, 8
45, 666000000, 8
46, 674000000, 8
47, 682000000, 8
48, 690000000, 8
49, 698000000, 8
50, 706000000, 8
51, 714000000, 8
52, 722000000, 8
53, 730000000, 8
54, 738000000, 8
55, 746000000, 8
56, 754000000, 8
57, 762000000, 8
58, 770000000, 8
59, 778000000, 8
60, 786000000, 8
61, 794000000, 8
62, 802000000, 8
63, 810000000, 8
64, 818000000, 8
65, 826000000, 8
66, 834000000, 8
67, 842000000, 8
68, 850000000, 8
69, 858000000, 8
